"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address"
"https://www.tatielou.co.uk/collections/soltar","text/html; charset=utf-8","200","OK","Indexable","","Soltar – Tatie Lou","18","157","With an Art Deco feel, this rich luxurious collection uses dramatic colour and textures to create a rich pattern of inky black, teal and gorgeous greens with a touch of peach.
This print is available in wallpaper, soft pile velvet and a gorgeous velvet cushion just waiting to adorn your chair or sofa.","302","1835","","0","","0","Soltar","6","Soltar Ink Wallpaper","20","Soltar Ink Wallpaper Sample","27","","","","https://www.tatielou.co.uk/collections/soltar","","","","","","222653","128","0.997","1","","372","120","100.000","129","44","13","6","","","","","8c6b403cee47d3e35896abb38933f9c2","0.468","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/soltar"
"https://www.tatielou.co.uk/collections/ginkgo/products/gingko-blue-wallpaper","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Ginkgo Blue Wallpaper – Tatie Lou","33","306","Design Inspiration This exquisitely beautiful hand drawn ginkgo leaf design is the second in Tatie Lou&#39;s new collection, Pachamama (Mother Earth).It has a gorgeous palette of sky blue, indigo, pale pink and lemon yellow. It looks amazing as a feature wall or in an entire room to bring a sense of colour and freshness.  ","324","1981","","0","","0","Ginkgo Blue Wallpaper","21","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/gingko-blue-wallpaper","","","","","","230898","271","1.287","1","","12","3","2.500","116","38","19","12","","","","","ce961c9bd1cf9dffffc0f03a6526af4a","0.533","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/ginkgo/products/gingko-blue-wallpaper"
"https://www.tatielou.co.uk/collections/ginkgo","text/html; charset=utf-8","200","OK","Indexable","","Ginkgo – Tatie Lou","18","167","This hand drawn ginkgo leaf design is one of Tatie Lou’s most popular designs. Inspired by all things Japanese. Available in vibrant blue and inky black.
This print is available in wallpaper, soft pile shimmer velvet available by the meter, stunning lustre velvet cushions, art prints and greetings cards.","305","1867","","0","","0","Ginkgo","6","Ginkgo Blue Wallpaper","21","Ginkgo Blue Wallpaper Sample","28","","","","https://www.tatielou.co.uk/collections/ginkgo","https://www.tatielou.co.uk/collections/ginkgo?page=2","","","","","239250","165","1.014","1","","372","120","100.000","142","51","13","6","","","","","834af7c0b5c9f47c0358d1c190fa742","0.523","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/ginkgo"
"https://www.tatielou.co.uk/pages/press","text/html; charset=utf-8","200","OK","Indexable","","Tatie Lou in the Press","22","192","Tatie Lou","9","60","","0","","0","Tatie Lou in the Press","22","","0","","0","","","","https://www.tatielou.co.uk/pages/press","","","","","","189000","29","0.831","1","","483","120","100.000","110","37","10","6","","","","","e5e208e59b435811124eb94827eec12e","0.361","","","","","HTTP/1.1","https://www.tatielou.co.uk/pages/press"
"https://www.tatielou.co.uk/collections/shibori-arashi","text/html; charset=utf-8","200","OK","Indexable","","Shibori Arashi – Tatie Lou","26","226","This collection uses the 'Arashi' (Storm - in Japanese) Shibori technique to create the delicate striped repeat which resembles waves or ripples in water. Fabric is wrapped tightly around a thick pole with string and then pushed down to form ripples which is then dipped into the indigo vat several times to create the pattern. This is worked into digitally and then digitally printed onto gorgeous soft pile velvet and eco-friendly high quality Mica non-woven wallpaper. 
All made and printed in the UK.","504","3091","","0","","0","Shibori Arashi","14","Rust and Pink Arashi Wallpaper","30","Rust and Pink Arashi Wallpaper Sample","37","","","","https://www.tatielou.co.uk/collections/shibori-arashi","","","","","","223636","165","1.091","1","","370","120","100.000","129","44","13","6","","","","","54c71403dead8762f36738cf5c0a85a","0.387","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/shibori-arashi"
"https://www.tatielou.co.uk/blogs/news","text/html; charset=utf-8","200","OK","Indexable","","News – Tatie Lou","16","154","Tatie Lou","9","60","","0","","0","News","4","Home / News","11","Recently Viewed","15","","","","https://www.tatielou.co.uk/blogs/news","","","","","","190695","73","0.964","1","","482","120","100.000","113","39","10","6","","","","","d508c574d8df3cd8f51ab5dcaac53d64","0.434","","","","","HTTP/1.1","https://www.tatielou.co.uk/blogs/news"
"https://www.tatielou.co.uk/collections/blankets","text/html; charset=utf-8","200","OK","Indexable","","Blankets – Tatie Lou","20","180","Feel cosy and snuggly this winter with a gorgeous soft cotton woven blanket.
Too nice to use as a throw?...pin it on your wall for dramatic effect instead.","155","953","","0","","0","Blankets","8","Ginkgo Blue Blanket","19","Start the conversation","22","","","","https://www.tatielou.co.uk/collections/blankets","","","","","","201876","69","0.913","1","","369","120","100.000","117","38","13","6","","","","","507047b98f8387bb3623481aed59d28b","0.501","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/blankets"
"https://www.tatielou.co.uk/collections/samples-only","text/html; charset=utf-8","200","OK","Indexable","","Samples – Tatie Lou","19","181","Tatie Lou","9","60","","0","","0","Samples","7","Ginkgo Blue Wallpaper Sample","28","Ginkgo Blue Velvet Fabric Sample","32","","","","https://www.tatielou.co.uk/collections/samples-only","https://www.tatielou.co.uk/collections/samples-only?page=2","","","","","243613","114","0.884","1","","369","120","100.000","143","52","13","6","","","","","fb625f70280900c8fd0d8a18eac662cd","0.544","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/samples-only"
"https://www.tatielou.co.uk/collections/fabric","text/html; charset=utf-8","200","OK","Indexable","","Fabric – Tatie Lou","18","160","Available on a per metre basis, our premium collection of fabric features a host of prints inspired by Tatie Lou’s love of colour. 
Made to order, our fabric can be used to upholster furniture or to create your own handmade cushion covers to complement your living space. 
Breathe new life into your living room, bedroom, office or dining area by choosing fabric that blends seamlessly with your décor.
 ","404","2491","","0","","0","Fabric","6","Ginkgo Blue Velvet Fabric","25","Ginkgo Black Velvet Fabric","26","","","","https://www.tatielou.co.uk/collections/fabric","https://www.tatielou.co.uk/collections/fabric?page=2","","","","","243711","182","1.045","1","","370","120","100.000","143","52","13","6","","","","","968ee9d8f05953c38d80fd6b151c0d00","0.430","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/fabric"
"https://www.tatielou.co.uk/pages/returns-cancellation","text/html; charset=utf-8","200","OK","Indexable","","Returns & Cancellation - Tatie Lou","34","300","  While we hope you love your purchase as much as we love our products, if for any reason you have had a change of heart we will aim to help you as best as we can. Returns &amp;amp; Cancellation  Customers will have 14 days from date of purchase to return unwanted items at the customer’s expense (we suggest using a tracked","324","2052","","0","","0","Returns & Cancellation","22","","0","","0","","","","https://www.tatielou.co.uk/pages/returns-cancellation","","","","","","192704","289","1.628","1","","122","120","100.000","110","37","10","6","","","","","2ab4daf516594724e5595f596595fad9","0.380","","","","","HTTP/1.1","https://www.tatielou.co.uk/pages/returns-cancellation"
"https://www.tatielou.co.uk/collections/soltar/products/ginkgo-black-velvet-fabric","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Soltar Ink Velvet Fabric – Tatie Lou","36","310","Design Inspiration With an Art Deco feel, this rich luxurious collection, Soltar, uses dramatic colour and textures to create a rich pattern of inky black, teal and gorgeous greens, with a touch of peach.This print is also available in wallpaper, gorgeous velvet cushions and a striking fringed lampshade for that perfec","320","1958","","0","","0","Soltar Ink Velvet Fabric","24","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/ginkgo-black-velvet-fabric","","","","","","223901","253","1.288","1","","9","3","2.500","113","38","18","11","","","","","a1ff347d65f81621185ce1bc0d48438a","0.372","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/soltar/products/ginkgo-black-velvet-fabric"
"https://www.tatielou.co.uk/collections/square-cushions","text/html; charset=utf-8","200","OK","Indexable","","Cushions – Tatie Lou","20","184","From square shaped to traditional bolster style pieces, our cushions are bound to offer the wow factor.
Featuring a range of striking prints, textures and finishes, the Tatie Lou collection offers premium quality and comfort. A welcome addition to any room, our cushions are available in a wealth of colours and designs and each will add immediate interest to your sofa, cuddle seat or chair. ","393","2429","","0","","0","Cushions","8","Ginkgo Blue Lustre Velvet Cushion","33","Ginkgo Black Lustre Velvet Cushion","34","","","","https://www.tatielou.co.uk/collections/square-cushions","https://www.tatielou.co.uk/collections/square-cushions?page=2","","","","","223098","176","1.136","1","","369","120","100.000","141","50","13","6","","","","","7a22827a6c593e605ee1dcf8b0d706bd","0.449","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/square-cushions"
"https://www.tatielou.co.uk/collections/soltar/products/soltar-charcoal-wallpaper","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Soltar Ink Wallpaper – Tatie Lou","32","284","Design Inspiration With an Art Deco feel, this rich luxurious collection, Soltar, uses dramatic colour and textures to create a rich pattern of inky black, teal and gorgeous greens, with a touch of peach.This print is also available in wallpaper, gorgeous velvet cushions and a striking fringed lampshade for that perfec","320","1958","","0","","0","Soltar Ink Wallpaper","20","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/soltar-charcoal-wallpaper","","","","","","229558","269","1.302","1","","11","3","2.500","115","38","19","12","","","","","bf18be35d7ecfb91aaa06ee5e3e7968b","0.432","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/soltar/products/soltar-charcoal-wallpaper"
"https://www.tatielou.co.uk/collections/greetings-cards","text/html; charset=utf-8","200","OK","Indexable","","Greetings Cards – Tatie Lou","27","250","Surprise someone special with a gorgeous greeting card from the Tatie Lou collection.
There’s something for everyone – and because they don’t feature any text, you can send them for just about any occasion. You could even purchase a few of your favourite cards, before framing them and creating a beautiful gallery wall in your home. There’s a colourway and design to suit you – just take a look at the full range here on the site.","431","2713","","0","","0","Greetings Cards","15","Robin Pink Greetings Card","25","Christmas Fleur Red Greetings Card","34","","","","https://www.tatielou.co.uk/collections/greetings-cards","https://www.tatielou.co.uk/collections/greetings-cards?page=2","","","","","236638","184","1.066","1","","369","120","100.000","141","50","13","6","","","","","c8341f9dbee2af0c2af965a0501b53a3","0.431","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/greetings-cards"
"https://www.tatielou.co.uk/collections/wallpaper","text/html; charset=utf-8","200","OK","Indexable","","Wallpaper – Tatie Lou","21","194","Liven up your whole room or make a statement with a striking feature wall, thanks to our gorgeous range of Tatie Lou wallpaper. Featuring a host of vibrant designs, our wallpaper is hand drawn and available in a variety of finishes.
Purchase by the roll or start with a small sample piece of wallpaper before you begin your next big decorating project. ","353","2186","","0","","0","Wallpaper","9","Ginkgo Blue Wallpaper","21","Ginkgo Black Wallpaper","22","","","","https://www.tatielou.co.uk/collections/wallpaper","https://www.tatielou.co.uk/collections/wallpaper?page=2","","","","","243153","164","1.002","1","","369","120","100.000","143","52","13","6","","","","","8294f4a4d95420d569cef64d328f52b5","0.841","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/wallpaper"
"https://www.tatielou.co.uk/collections/franny/products/franny-mint-wallpaper-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Franny Sorbet Wallpaper Sample – Tatie Lou","42","397","Design Inspiration This beautiful hand drawn design is inspired by all the wonderful tiles in Portugal.A mouth watering palette of pastel pink, mint and lemon yellow.This stunning design can be used for a feature wall or an entire room and bring a sense of colour and freshness into any room.Each roll is digitally print","320","1971","","0","","0","Franny Sorbet Wallpaper Sample","30","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/franny-mint-wallpaper-sample","","","","","","231971","277","1.306","1","","11","3","2.500","115","38","19","12","","","","","28c6883e932bdab89057e445fdf58af7","0.414","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/franny/products/franny-mint-wallpaper-sample"
"https://www.tatielou.co.uk/collections/soltar/products/soltar-charcoal-wallpaper-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Soltar Ink Wallpaper Sample – Tatie Lou","39","356","Design Inspiration With an Art Deco feel, this rich luxurious collection, Soltar, uses dramatic colour and textures to create a rich pattern of inky black, teal and gorgeous greens, with a touch of peach.This print is also available in wallpaper, gorgeous velvet cushions and a striking fringed lampshade for that perfec","320","1958","","0","","0","Soltar Ink Wallpaper Sample","27","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/soltar-charcoal-wallpaper-sample","","","","","","230949","262","1.282","1","","11","3","2.500","115","38","19","12","","","","","1a2822804cb519db4fca940b1d217674","0.600","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/soltar/products/soltar-charcoal-wallpaper-sample"
"https://www.tatielou.co.uk/collections/shibori-itajime","text/html; charset=utf-8","200","OK","Indexable","","Shibori Itajime – Tatie Lou","27","229","This beautiful collection uses the 'Itajime' Shibori technique. Itajime is a shaped-resist technique where the cloth is folded in various ways then placed between two pieces of wood, which are held in place with clamps or string
The shapes and the way the fabric is folded, act as a resist which prevents the dye from penetrating the fabric. Gorgeous abstract patterns are then created using this magical method. This is worked into digitally and then digitally printed onto gorgeous soft pile velvet and eco-friendly high quality Mica non-woven wallpaper. 
All made and printed in the UK.","589","3632","","0","","0","Shibori Itajime","15","Indigo Itajime Diamond Wallpaper","32","Indigo Itajime Diamond Wallpaper Sample","39","","","","https://www.tatielou.co.uk/collections/shibori-itajime","https://www.tatielou.co.uk/collections/shibori-itajime?page=2","","","","","241483","217","1.164","1","","370","120","100.000","142","51","13","6","","","","","e7b95cfe56a4947dcfc448995cb92f07","0.376","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/shibori-itajime"
"https://www.tatielou.co.uk/collections/ginkgo/products/rainbow-ginkgo-blue-wallpaper-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Ginkgo Blue Wallpaper Sample – Tatie Lou","40","378","Design Inspiration This exquisitely beautiful hand drawn ginkgo leaf design is the second in Tatie Lou&#39;s new collection, Pachamama (Mother Earth).It has a gorgeous palette of sky blue, indigo, pale pink and lemon yellow. It looks amazing as a feature wall or in an entire room to bring a sense of colour and freshness. S","324","1994","","0","","0","Ginkgo Blue Wallpaper Sample","28","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/rainbow-ginkgo-blue-wallpaper-sample","","","","","","229881","254","1.257","1","","10","3","2.500","114","38","19","12","","","","","808c7b5a3a77f5ceef5827fc482557e","0.400","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/ginkgo/products/rainbow-ginkgo-blue-wallpaper-sample"
"https://www.tatielou.co.uk/collections/shibori-nui","text/html; charset=utf-8","200","OK","Indexable","","Shibori Nui – Tatie Lou","23","198","This collection uses the Nui Shibori technique.
Nui Shibori is created by a simple running stitch along the cloth then pulled tight to gather pleats before submerging in an indigo dye vat. The stitches act as a resist to create the patterns.
This particular technique can create designs which are very delicate, simple, abstract or geometric. This is reflected in this stunning collection of designs, Nui Tear Drop, Nui Floral and Nui Burst
","441","2683","","0","","0","Shibori Nui","11","Indigo Nui Tear Drop Wallpaper","30","Indigo Nui Tear Drop Wallpaper Sample","37","","","","https://www.tatielou.co.uk/collections/shibori-nui","https://www.tatielou.co.uk/collections/shibori-nui?page=2","","","","","239879","197","1.095","1","","370","120","100.000","141","50","13","6","","","","","d654e6d8fbdd911b9ed0f67a7bb6976e","1.577","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/shibori-nui"
"https://www.tatielou.co.uk/collections/pachamama-1","text/html; charset=utf-8","200","OK","Indexable","","Pachamama – Tatie Lou","21","214","Exquisitely beautiful and elegant hand drawn cranes in flight was the inspiration for Tatie Lou’s signature design, Pachamama (Mother Earth)
With an Art Deco feel there is so much movement in this design, it looks stunning on a flat colour background or for something a bit more daring try a leopard print background.
Just waiting to take flight on your walls or sofa
All made and printed in the UK.
 
 
","404","2480","","0","","0","Pachamama","9","Pachamama Rose Wallpaper","24","Pachamama Rose Wallpaper Sample","31","","","","https://www.tatielou.co.uk/collections/pachamama-1","https://www.tatielou.co.uk/collections/pachamama-1?page=2","","","","","238323","180","1.067","1","","369","120","100.000","143","52","13","6","","","","","54197a475a739e1b8cf524d90ed476be","0.623","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/pachamama-1"
"https://www.tatielou.co.uk/search","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","120","120","100.000","0","0","0","0","","","","","","","","","","","None","https://www.tatielou.co.uk/search"
"https://www.tatielou.co.uk/account","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","120","120","100.000","0","0","0","0","","","","","","","","","","","None","https://www.tatielou.co.uk/account"
"https://www.tatielou.co.uk/cart","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","240","120","100.000","0","0","0","0","","","","","","","","","","","None","https://www.tatielou.co.uk/cart"
"https://www.tatielou.co.uk/collections/lampshades","text/html; charset=utf-8","200","OK","Indexable","","Lampshades – Tatie Lou","22","217","If you’re looking for that perfect finishing touch for your newly decorated living room, dining space, bedroom or office, a Tatie Lou lampshade may be just the piece to complement your hard work. 
Featuring beautiful, digital printed designs and intricate fringing, our range of shades will liven up any room in an instant – view our collection and pick out your favourite. ","374","2283","","0","","0","Lampshades","10","Pachamama Berry Drum Lampshade","30","Pachamama Peach Drum Lampshade","30","","","","https://www.tatielou.co.uk/collections/lampshades","https://www.tatielou.co.uk/collections/lampshades?page=2","","","","","244932","180","1.048","1","","370","120","100.000","141","50","13","6","","","","","bb25d4e78c4976265b10617ef93fff14","0.373","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/lampshades"
"https://www.tatielou.co.uk/pages/wholesale-trade","text/html; charset=utf-8","200","OK","Indexable","","Wholesale & Trade – Tatie Lou","29","273","{formbuilder:18297}","19","125","","0","","0","Wholesale & Trade","17","","0","","0","","","","https://www.tatielou.co.uk/pages/wholesale-trade","","","","","","189030","26","0.836","1","","482","120","100.000","110","37","10","6","","","","","76e348116771701fa5f2baddf6bb8b18","1.229","","","","","HTTP/1.1","https://www.tatielou.co.uk/pages/wholesale-trade"
"https://www.tatielou.co.uk/collections/franny","text/html; charset=utf-8","200","OK","Indexable","","Franny – Tatie Lou","18","165","Inspired by the wonderful bright, colourful tiles of Portugal.
This design celebrates an ancient Portuguese art for the Maximalist lover. 
Adorn your walls with this beautiful design in a palette choice of pastels or spice.
All made and printed in the UK ","255","1536","","0","","0","Franny","6","Franny Sorbet Wallpaper","23","Franny Sorbet Wallpaper Sample","30","","","","https://www.tatielou.co.uk/collections/franny","","","","","","233261","137","0.988","1","","371","120","100.000","135","47","13","6","","","","","e48226de7aa55ab10201f6ff237a4d30","0.447","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/franny"
"https://www.tatielou.co.uk/collections/agnes","text/html; charset=utf-8","200","OK","Indexable","","Agnes – Tatie Lou","17","160","This stunning collection displays beautifully illustrated leaves intertwined with one another to create a gorgeous Art Deco vibe.
Printed onto pearlescence coated wallpaper and lustre velvet this collection will add subtle glamour to any room. 
All made and printed in the UK.
","277","1698","","0","","0","Agnes","5","Agnes Black and Gold Wallpaper","30","Agnes Black and Gold Wallpaper Sample","37","","","","https://www.tatielou.co.uk/collections/agnes","","","","","","235590","155","1.023","1","","370","120","100.000","135","47","13","6","","","","","b4833a61929057770833af408b9f94b7","0.507","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/agnes"
